,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
832,64934-69-6,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=C(C(=C2Cl)F)Cl)F)Cl,64934-69-6,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,4,6-trichloro-3,5-difluorophenyl)acetonitrile",MeCN,CC#N,20.13,Ejoc202001649-sup-00001-misc_information.pdf
1453,"(2,4,6-Cl3-C6F2)(C6F5)CHCN",C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=C(C(=C2Cl)F)Cl)F)Cl,64934-69-6,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,4,6-trichloro-3,5-difluorophenyl)acetonitrile",MeCN,CC#N,20.13,leito_acids
468,(4-Cl-C6F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=C(C(=C2F)F)Cl)F)F,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.36,a_unified_view_to_bronsted_acidity_scales.pdf
509,(4-Cl-C6F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=C(C(=C2F)F)Cl)F)F,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",DMSO,CS(=O)C,7.5,a_unified_view_to_bronsted_acidity_scales.pdf
599,(4-Cl-C6F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=C(C(=C2F)F)Cl)F)F,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.36,pKa_values_of_acids_in_acetonitrile.pdf
1451,(4-Cl-C6F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=C(C(=C2F)F)Cl)F)F,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.36,leito_acids
477,(4-NC5F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,16.4,a_unified_view_to_bronsted_acidity_scales.pdf
514,(4-NC5F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",DMSO,CS(=O)C,3.3,a_unified_view_to_bronsted_acidity_scales.pdf
631,(4-NC5F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,16.39,pKa_values_of_acids_in_acetonitrile.pdf
1474,(4-NC5F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,16.4,leito_acids
1579,(4-NC5F4)(C6F5)CHCN,C(#N)C(C1=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",DCE,C(CCl)Cl,50.5,leito_acids
480,(4-NC5F4)2CHCN,C(#N)C(C1=C(C(=NC(=C1F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,64934-72-1,"2,2-bis(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,13.47,a_unified_view_to_bronsted_acidity_scales.pdf
516,(4-NC5F4)2CHCN,C(#N)C(C1=C(C(=NC(=C1F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,64934-72-1,"2,2-bis(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",DMSO,CS(=O)C,2.4,a_unified_view_to_bronsted_acidity_scales.pdf
648,(4-NC5F4)2CHCN,C(#N)C(C1=C(C(=NC(=C1F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,64934-72-1,"2,2-bis(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,13.47,pKa_values_of_acids_in_acetonitrile.pdf
1486,(4-NC5F4)2CHCN,C(#N)C(C1=C(C(=NC(=C1F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,64934-72-1,"2,2-bis(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,13.46,leito_acids
1583,(4-NC5F4)2CHCN,C(#N)C(C1=C(C(=NC(=C1F)F)F)F)C2=C(C(=NC(=C2F)F)F)F,64934-72-1,"2,2-bis(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",DCE,C(CCl)Cl,47.3,leito_acids
22,64934-68-5,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,64934-68-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.08,MeCN_Acids_COSMO-RS_2008_Table.pdf
469,(2-C10F7)(C6F5)CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,64934-68-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.08,a_unified_view_to_bronsted_acidity_scales.pdf
605,(2-C10F7)(C6F5)CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,64934-68-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.07,pKa_values_of_acids_in_acetonitrile.pdf
835,64934-68-5,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,64934-68-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.07,Ejoc202001649-sup-00001-misc_information.pdf
1099,64934-68-5,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,64934-68-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",DCE,C(CCl)Cl,54.4,Ejoc202001649-sup-00001-misc_information.pdf
1456,(2-C10F7)(C6F5)CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,64934-68-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,20.08,leito_acids
1572,(2-C10F7)(C6F5)CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,64934-68-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",DCE,C(CCl)Cl,54.4,leito_acids
635,(4-NC5F4)(2-C10F7)CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=NC(=C3F)F)F)F,62325-37-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,16.01,pKa_values_of_acids_in_acetonitrile.pdf
1477,(4-NC5F4)(2-C10F7)CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C(=NC(=C3F)F)F)F,62325-37-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",MeCN,CC#N,16.02,leito_acids
20,62325-38-6,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,MeCN_Acids_COSMO-RS_2008_Table.pdf
224,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
248,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",DCE,C(CCl)Cl,53,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
304,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",Heptane,CCCCCCC,-0.68,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
471,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,a_unified_view_to_bronsted_acidity_scales.pdf
609,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,pKa_values_of_acids_in_acetonitrile.pdf
839,62325-38-6,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,Ejoc202001649-sup-00001-misc_information.pdf
1100,62325-38-6,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",DCE,C(CCl)Cl,53.4,Ejoc202001649-sup-00001-misc_information.pdf
1459,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,leito_acids
1573,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",DCE,C(CCl)Cl,53.4,leito_acids
1619,Pentacyanophenol,C(#N)C1=C(C(=C(C(=C1C#N)C#N)O)C#N)C#N,42448-55-5,"6-hydroxybenzene-1,2,3,4,5-pentacarbonitrile",DCE,C(CCl)Cl,37.5,leito_acids
523,"4-cyano-2,3,5,6-tetrafluoroAniline",C(#N)C1=C(C(=C(C(=C1F)F)N)F)F,17823-38-0,"4-amino-2,3,5,6-tetrafluorobenzonitrile",MeCN,CC#N,28.78,pKa_values_of_acids_in_acetonitrile.pdf
752,17823-38-0,C(#N)C1=C(C(=C(C(=C1F)F)N)F)F,17823-38-0,"4-amino-2,3,5,6-tetrafluorobenzonitrile",MeCN,CC#N,28.78,Ejoc202001649-sup-00001-misc_information.pdf
1024,17823-38-0,C(#N)C1=C(C(=C(C(=C1F)F)N)F)F,17823-38-0,"4-amino-2,3,5,6-tetrafluorobenzonitrile",DMSO,CS(=O)C,17.2,Ejoc202001649-sup-00001-misc_information.pdf
726,H-TCNP,C(=C(C#N)C#N)C(C#N)C#N,32019-26-4,"prop-1-ene-1,1,3,3-tetracarbonitrile",MeCN,CC#N,5.64,pKa_values_of_acids_in_acetonitrile.pdf
1629,H-TCNP,C(=C(C#N)C#N)C(C#N)C#N,32019-26-4,"prop-1-ene-1,1,3,3-tetracarbonitrile",DCE,C(CCl)Cl,34.3,leito_acids
154,Fumaricacid,C(=CC(=O)O)C(=O)O,26099-09-2,but-2-enedioic acid,MeCN,CC#N,19.2,MeCN_Acids_COSMO-RS_2008_Table.pdf
155,Oxalicacid,C(=O)(C(=O)O)O,144-62-7,oxalic acid,MeCN,CC#N,14.5,MeCN_Acids_COSMO-RS_2008_Table.pdf
117,Tetrahydroxysuccinicacid,C(=O)(C(C(C(=O)O)(O)O)(O)O)O,76-30-2,"2,2,3,3-tetrahydroxybutanedioic acid",MeCN,CC#N,13.7,MeCN_Acids_COSMO-RS_2008_Table.pdf
157,Trichloroaceticacid,C(=O)(C(Cl)(Cl)Cl)O,76-03-9,"2,2,2-trichloroacetic acid",MeCN,CC#N,10.75,MeCN_Acids_COSMO-RS_2008_Table.pdf
158,Trifluoroaceticacid,C(=O)(C(F)(F)F)O,76-05-1,"2,2,2-trifluoroacetic acid",MeCN,CC#N,12.65,MeCN_Acids_COSMO-RS_2008_Table.pdf
118,Tartronicacid,C(C(=O)O)(C(=O)O)O,80-69-3,2-hydroxypropanedioic acid,MeCN,CC#N,13.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
153,Dichloroaceticacid,C(C(=O)O)(Cl)Cl,79-43-6,"2,2-dichloroacetic acid",MeCN,CC#N,13.2,MeCN_Acids_COSMO-RS_2008_Table.pdf
115,Propanedioic acid,C(C(=O)O)C(=O)O,141-82-2,propanedioic acid,MeCN,CC#N,15.3,MeCN_Acids_COSMO-RS_2008_Table.pdf
151,Chloroaceticacid,C(C(=O)O)Cl,79-11-8,2-chloroacetic acid,MeCN,CC#N,18.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
182,Hydroxy-aceticacid,C(C(=O)O)O,79-14-1,2-hydroxyacetic acid,MeCN,CC#N,19.3,MeCN_Acids_COSMO-RS_2008_Table.pdf
162,"2,3-Dibromopropionicacid",C(C(C(=O)O)Br)Br,600-05-5,"2,3-dibromopropanoic acid",MeCN,CC#N,17.1,MeCN_Acids_COSMO-RS_2008_Table.pdf
186,Tartaricacid,C(C(C(=O)O)O)(C(=O)O)O,526-83-0,"2,3-dihydroxybutanedioic acid",MeCN,CC#N,15.1,MeCN_Acids_COSMO-RS_2008_Table.pdf
1642,(C4F9SO2)2NH,C(C(C(F)(F)S(=O)(=O)NS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(F)F,39847-39-7,"1,1,2,2,3,3,4,4,4-nonafluoro-N-(1,1,2,2,3,3,4,4,4-nonafluorobutylsulfonyl)butane-1-sulfonamide",DCE,C(CCl)Cl,32.6,leito_acids
53,1/2/78,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,1/2/78,"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",MeCN,CC#N,20.55,MeCN_Acids_COSMO-RS_2008_Table.pdf
597,(CF3)3COH,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,174619,"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",MeCN,CC#N,20.5,pKa_values_of_acids_in_acetonitrile.pdf
827,1/2/78,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,1/2/78,"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",MeCN,CC#N,20.5,Ejoc202001649-sup-00001-misc_information.pdf
1000,1/2/78,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,1/2/78,"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",H2O,O,5.33,Ejoc202001649-sup-00001-misc_information.pdf
1060,1/2/78,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,1/2/78,"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",DMSO,CS(=O)C,10.7,Ejoc202001649-sup-00001-misc_information.pdf
1450,(CF3)3COH,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,1/2/78,"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",MeCN,CC#N,20.55,leito_acids
1641,(C3F7SO2)2NH,C(C(F)(F)F)(C(F)(F)S(=O)(=O)NS(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)(F)F,152894-12-7,"1,1,2,2,3,3,3-heptafluoro-N-(1,1,2,2,3,3,3-heptafluoropropylsulfonyl)propane-1-sulfonamide",DCE,C(CCl)Cl,32.7,leito_acids
1631,[(C2F5)2PO]2NH,C(C(F)(F)P(=O)(C(C(F)(F)F)(F)F)NP(=O)(C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F)(F)(F)F,916079-45-3,"1-[[bis(1,1,2,2,2-pentafluoroethyl)phosphorylamino]-(1,1,2,2,2-pentafluoroethyl)phosphoryl]-1,1,2,2,2-pentafluoroethane",DCE,C(CCl)Cl,33.5,leito_acids
1644,(C2F5SO2)2NH,C(C(F)(F)S(=O)(=O)NS(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,152894-10-5,"1,1,2,2,2-pentafluoro-N-(1,1,2,2,2-pentafluoroethylsulfonyl)ethanesulfonamide",DCE,C(CCl)Cl,32.6,leito_acids
1185,109-76-2,C(C[NH3+])CN,-,3-aminopropylazanium,H2O,O,10.47,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1255,109-76-2,C(C[NH3+])CN,-,3-aminopropylazanium,DMSO,CS(=O)C,12.3,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1317,109-76-2,C(C[NH3+])CN,-,3-aminopropylazanium,MeCN,CC#N,19.76,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1385,109-76-2,C(C[NH3+])CN,-,3-aminopropylazanium,THF,C1CCOC1,14.8,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1643,CN-CH2-TCNP,C(C#N)C(=C(C#N)C#N)C(C#N)C#N,2638-14-4,"2-(cyanomethyl)prop-1-ene-1,1,3,3-tetracarbonitrile",DCE,C(CCl)Cl,32.6,leito_acids
152,Cyanoaceticacid,C(C#N)C(=O)O,372-09-8,2-cyanoacetic acid,MeCN,CC#N,18,MeCN_Acids_COSMO-RS_2008_Table.pdf
116,Succinic acid,C(CC(=O)O)C(=O)O,110-15-6,butanedioic acid,MeCN,CC#N,17.6,MeCN_Acids_COSMO-RS_2008_Table.pdf
185,Pentanedioicacid,C(CC(=O)O)CC(=O)O,110-94-1,pentanedioic acid,MeCN,CC#N,19.2,MeCN_Acids_COSMO-RS_2008_Table.pdf
1187,462-94-2,C(CC[NH3+])CCN,-,5-aminopentylazanium,H2O,O,10.85,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1257,462-94-2,C(CC[NH3+])CCN,-,5-aminopentylazanium,DMSO,CS(=O)C,11.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1319,462-94-2,C(CC[NH3+])CCN,-,5-aminopentylazanium,MeCN,CC#N,19.14,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1387,462-94-2,C(CC[NH3+])CCN,-,5-aminopentylazanium,THF,C1CCOC1,14.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
180,Hexanedioicacid,C(CCC(=O)O)CC(=O)O,124-04-9,hexanedioic acid,MeCN,CC#N,20.3,MeCN_Acids_COSMO-RS_2008_Table.pdf
183,Nonanedioicacid,C(CCCC(=O)O)CCCC(=O)O,123-99-9,nonanedioic acid,MeCN,CC#N,20.9,MeCN_Acids_COSMO-RS_2008_Table.pdf
1186,110-60-1,C(CCN)C[NH3+],-,4-aminobutylazanium,H2O,O,10.65,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1256,110-60-1,C(CCN)C[NH3+],-,4-aminobutylazanium,DMSO,CS(=O)C,12.6,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1318,110-60-1,C(CCN)C[NH3+],-,4-aminobutylazanium,MeCN,CC#N,20.12,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1386,110-60-1,C(CCN)C[NH3+],-,4-aminobutylazanium,THF,C1CCOC1,15.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1184,107-15-3,C(CN)[NH3+],-,2-aminoethylazanium,H2O,O,9.98,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1254,107-15-3,C(CN)[NH3+],-,2-aminoethylazanium,DMSO,CS(=O)C,11.1,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1316,107-15-3,C(CN)[NH3+],-,2-aminoethylazanium,MeCN,CC#N,18.46,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1384,107-15-3,C(CN)[NH3+],-,2-aminoethylazanium,THF,C1CCOC1,13.6,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
181,Hydracrylicacid,C(CO)C(=O)O,503-66-2,3-hydroxypropanoic acid,MeCN,CC#N,21,MeCN_Acids_COSMO-RS_2008_Table.pdf
1639,Tf2NH,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,82113-65-3,"1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide",DCE,C(CCl)Cl,33,leito_acids
218,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,MeCN,CC#N,2.6,MeCN_Acids_COSMO-RS_2008_Table.pdf
235,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,MeCN,CC#N,2.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
256,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,DCE,C(CCl)Cl,33.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
267,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,DMSO,CS(=O)C,-14.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
283,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,H2O,O,-14.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
293,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,THF,C1CCOC1,7.83,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
1634,triflic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,DCE,C(CCl)Cl,33.7,leito_acids
1649,(FSO2)3CH,C(S(=O)(=O)F)(S(=O)(=O)F)S(=O)(=O)F,75533-68-5,methanetrisulfonyl fluoride,DCE,C(CCl)Cl,31.4,leito_acids
1174,75-50-3,C[NH+](C)C,,trimethylazanium,H2O,O,9.76,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1245,75-50-3,C[NH+](C)C,,trimethylazanium,DMSO,CS(=O)C,8.4,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1306,75-50-3,C[NH+](C)C,,trimethylazanium,MeCN,CC#N,17.61,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1375,75-50-3,C[NH+](C)C,,trimethylazanium,THF,C1CCOC1,12.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
245,TMG-H+,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",MeCN,CC#N,23.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
275,TMG-H+,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",DMSO,CS(=O)C,13.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
289,TMG-H+,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",H2O,O,13.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
303,TMG-H+,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",THF,C1CCOC1,15.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
1219,80-70-6,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",H2O,O,13,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1280,80-70-6,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",DMSO,CS(=O)C,13.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1352,80-70-6,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",MeCN,CC#N,23.35,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1411,80-70-6,C[NH+](C)C(=N)N(C)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",THF,C1CCOC1,15.5,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
337,"N,N-dimethylAniline",C[NH+](C)C1=CC=CC=C1,-,dimethyl(phenyl)azanium,MeCN,CC#N,11.43,pKa_values_of_nitrogen_heterocycles.pdf
1180,121-69-7,C[NH+](C)C1=CC=CC=C1,-,dimethyl(phenyl)azanium,H2O,O,5.06,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
